"id_klienta"	"imie"	"nazwisko"	"prefix_nip"	"NIP"	"wojewodztwo"	"kod"	"miejscowosc"	"ulica"	"nr_domu"
"DyGo4971"	"Dymitr"	"Goncirz"	321	"321-943-38-95"	"wielkopolskie"	"33-133"	"Warszawa"	"Al. Roz"	28
"DyJa8003"	"Dytrych"	"Jaroz"	458	"458-111-98-38"	"lubelskie"	"21-512"	"Czyzemin"	"ul. 1 Maja"	94
"DyJo4980"	"Dymitr"	"Jochymczyk"	322	"322-371-49-85"	"slaskie"	"70-892"	"Nowy Dwor Pelplinski"	"Al. Jana Pawla II"	2
"DyKa16151"	"Dytrych"	"Kaftal"	825	"825-664-71-56"	"dolnoslaskie"	"59-300"	"Radgoszcz"	"ul. Barbary"	107
"DyPi17645"	"Dymitr"	"Pietrzukowska"	893	"893-266-69-45"	"slaskie"	"05-070"	"Gliwice"	"ul. Asnyka Adama"	56
"DySe17606"	"Dyzma"	"Secemski"	891	"891-981-41-42"	"podlaskie"	"41-923"	"Ledyczek"	"ul. Baltycka"	20
"DySt18701"	"Dytrych"	"Sterczuk"	942	"942-256-21-79"	"podkarpackie"	"09-400"	"Czeremcha"	"Rynek Rynek"	39
"DzDo4005"	"Dzierzykraj"	"Domajda"	276	"276-943-58-12"	"lubelskie"	"87-875"	"Warszawa"	"ul. Arianska"	66
"DzHu5807"	"Dzierslaw"	"Humbla"	357	"357-668-53-68"	"wielkopolskie"	"26-604"	"Katowice"	"ul. 24 Marca"	123
"DzKa10424"	"Dzierslawa"	"Kaziemkowska"	568	"568-376-74-41"	"mazowieckie"	"63-830"	"Warszawa"	"Al. Palki Grzegorza"	121
"DzPe10928"	"Dzierslawa"	"Pesik"	592	"592-261-91-47"	"podlaskie"	"83-300"	"Budy"	"Pl. Obroncow Westerplatte"	74
"DzWa17703"	"Dzierzykraj"	"Wadielac"	895	"895-544-56-56"	"kujawsko-pomorskie"	"30-318"	"Przemkow"	"Szosa Bydgoska"	99
"EbWo19565"	"Eberhard"	"Wolasinska"	981	"981-552-57-110"	"dolnoslaskie"	"61-131"	"Szczytno"	"ul. Apteczna"	18
"EdCh18697"	"Edyta"	"Chryzko"	942	"942-116-87-96"	"lubuskie"	"63-700"	"Czarnozyly"	"ul. Baltycka"	107
"EdGl8104"	"Edwin"	"Glownia"	463	"463-268-15-74"	"pomorskie"	"07-311"	"Tulkowice"	"ul. Baczynskiego Krzysztofa Kamila"	80
"EdKn19506"	"Edward"	"Knutelski"	978	"978-132-45-40"	"podkarpackie"	"42-713"	"Ranachow"	"ul. 1 Maja"	106
"EdKr13808"	"Edyta"	"Kraspin"	724	"724-131-96-52"	"mazowieckie"	"56-200"	"Marki"	"Os. Polisiowka"	130
"EdKr19609"	"Edgar"	"Krosko"	983	"983-428-37-70"	"mazowieckie"	"47-150"	"Lublin"	"ul. Akademicka"	56
"EfHe4532"	"Efrem"	"Herens"	301	"301-785-84-62"	"mazowieckie"	"72-342"	"lodz"	"Al. Jaworowa"	15
"EfPa11004"	"Efrem"	"Parodowska"	595	"595-441-32-88"	"slaskie"	"81-392"	"Przemysl"	"Al. Waszyngtona Jerzego"	42
"EgCh4304"	"Egbert"	"Chewialkowska"	291	"291-235-36-34"	"mazowieckie"	"57-208"	"Smotryszow"	"ul. 11 Listopada"	116
"EgSm14063"	"Egon"	"Smoszny"	734	"734-778-16-29"	"slaskie"	"16-140"	"Grodzisk Mazowiecki"	"ul. Akacjowa"	37
"Egsw11139"	"Egbert"	"swiatonski"	601	"601-897-34-74"	"podlaskie"	"59-300"	"Krakow"	"ul. 5 Marca"	66
"ElAl12248"	"Eligiusz"	"Altsziller"	651	"651-215-58-90"	"mazowieckie"	"59-335"	"Lubartow"	"ul. Alberta"	105
"ElCe2534"	"Eligiusz"	"Cendzwill"	211	"211-988-14-29"	"lubelskie"	"42-400"	"Zabrze"	"Al. Wolnosci"	85
"ElCi15409"	"Eleonora"	"Ciuda"	793	"793-535-52-95"	"podlaskie"	"96-323"	"Ciechanow"	"ul. 28 Czerwca 1956 R."	94
"ElDr9061"	"Elwira"	"Drewnisz"	506	"506-715-44-45"	"kujawsko-pomorskie"	"71-111"	"Szczecin"	"Pl. Szkolny"	60
"ElFo14591"	"Elzbieta"	"Foetke"	757	"757-773-77-35"	"mazowieckie"	"84-210"	"Bielsko-Biala"	"Os. Kluka"	119
"ElKa17244"	"Eligiusz"	"Kapowicz"	874	"874-741-71-58"	"pomorskie"	"63-740"	"Karkoszki"	"Os. Jagiellonskie"	17
"ElMu2958"	"Elizeusz"	"Muszalik vel Muszalska"	231	"231-625-95-410"	"podlaskie"	"30-864"	"sciborzyce"	"ul. 3 Maja"	139
"ElOl12758"	"Elzbieta"	"Olejarczuk"	673	"673-766-18-49"	"lodzkie"	"46-220"	"Czestochowa"	"Os. 1000-Lecia"	62
"ElOr7301"	"Eliza"	"Orlicek"	425	"425-353-82-23"	"zachodniopomorskie"	"62-005"	"Suwalki"	"Targ. Miejskie Flora"	154
"ElRu5986"	"Eliga"	"Rumminger"	365	"365-884-84-34"	"opolskie"	"13-100"	"Jastrzebie"	"Pl. Wolnosci"	36
"ElSz9108"	"Eleonora"	"Szimski"	507	"507-883-39-80"	"mazowieckie"	"80-077"	"Krakow"	"Al. Gryfa"	15
"ElTe15232"	"Eliza"	"Telbanowicz"	786	"786-162-24-80"	"swietokrzyskie"	"91-843"	"Mezenin"	"Al. 3 Maja"	87
"EmBa11844"	"Emiliana"	"Basowski"	632	"632-641-43-16"	"slaskie"	"47-370"	"Czerwionka-Leszczyny"	"Os. Konstytucji 3 Maja"	101
"EmBe17341"	"Emerencja"	"Bezenfeld"	878	"878-751-99-85"	"slaskie"	"78-300"	"Kielce"	"Pl. 1 Maja"	125
"EmBi17424"	"Emilian"	"Bineda"	882	"882-945-46-94"	"malopolskie"	"82-522"	"Sicko"	"ul. Asnyka Adama"	54
"EmDe6614"	"Emil"	"Derbawczuk"	394	"394-689-37-310"	"lubuskie"	"44-200"	"Grzybowo"	"ul. Archeologow"	74
"EmKu7078"	"Emiliana"	"Kucinski"	415	"415-379-67-47"	"swietokrzyskie"	"87-301"	"Tarnowskie Gory"	"ul. Andersa Wladyslawa (Generala Wladyslawa Andersa)"	120
"EmKu7633"	"Emma"	"Kurelek"	442	"442-291-38-83"	"lubelskie"	"57-100"	"Paprotno"	"ul. 1 Maja"	124
"EmLo5281"	"Emanuel"	"Lorencvogel"	336	"336-245-82-15"	"kujawsko-pomorskie"	"62-810"	"Bielsko-Biala"	"Al. I Armii Wojska Polskiego"	143
"EmSa8982"	"Emanuel"	"Sabba"	504	"504-168-13-30"	"slaskie"	"02-830"	"Gorki-Izabelin"	"Os. Mozarta Wolfganga Amadeusza"	149
"EmTe13331"	"Emiliana"	"Tebedzka"	701	"701-538-41-63"	"mazowieckie"	"24-130"	"Skala"	"Os. Kosmonautow"	107
"Emzu10361"	"Emilia"	"zura"	565	"565-692-72-60"	"swietokrzyskie"	"67-222"	"Rzeszow"	"Os. Czatkowice"	66
"EnPr153"	"Enoch"	"Predotka"	107	"107-261-84-31"	"pomorskie"	"41-215"	"Piatkowa"	"Pl. Walowy"	35
"EnSa580"	"Enema"	"Salenek"	125	"125-778-46-73"	"dolnoslaskie"	"05-071"	"Warszawa"	"Al. Wlokniarzy"	153
"EpAu16180"	"Epifaniusz"	"Aunynia"	827	"827-164-66-69"	"zachodniopomorskie"	"72-210"	"Sokolka"	"Pl. Jana Pawla II"	15
"EpDa9202"	"Epifan"	"Dapczenski"	513	"513-453-33-78"	"podkarpackie"	"67-400"	"Drzycim"	"ul. 1 Maja"	136
"EpGo10518"	"Epifaniusz"	"Goslicki"	573	"573-333-27-52"	"mazowieckie"	"26-612"	"Drzewianowo"	"Al. Goplany"	154
"EpIc15319"	"Epifani"	"Iczalow"	789	"789-253-81-68"	"pomorskie"	"15-509"	"Maslonskie"	"Al. Legionow"	126
"EpLi14820"	"Epifaniusz"	"Liesius"	767	"767-736-29-18"	"kujawsko-pomorskie"	"78-540"	"Kulesze-Chobotki"	"ul. Akacjowa"	102
"ErDu8333"	"Erhard"	"Duru"	474	"474-569-81-16"	"lubelskie"	"18-400"	"Poznan"	"ul. Ametystowa"	150
"ErJe13688"	"Erast"	"Jewdokin"	717	"717-963-68-74"	"wielkopolskie"	"11-600"	"Piensk"	"Pl. Rycerski"	43
"ErKo6181"	"Erazma"	"Kolpacki"	374	"374-912-63-79"	"pomorskie"	"91-490"	"Brzeziczki"	"ul. 22 Lipca"	53
"ErNo2819"	"Erast"	"Noremberg"	225	"225-198-63-18"	"slaskie"	"42-200"	"Rybarzowice"	"ul. 22 Stycznia"	29
"ErSc19590"	"Erast"	"Sczesniok"	982	"982-745-72-32"	"malopolskie"	"80-340"	"Sochaczew"	"Al. Zaglebia Dabrowskiego"	134
"ErSk19087"	"Ernestyna"	"Skabel"	958	"958-621-76-57"	"zachodniopomorskie"	"91-161"	"Opole"	"Al. Jerozolimskie"	1
"ErSz6316"	"Eryk"	"Szanoar"	381	"381-431-52-83"	"podlaskie"	"12-200"	"lodz"	"ul. Akacjowa"	78
"EuCe10499"	"Euzebia"	"Cewa"	572	"572-659-32-10"	"slaskie"	"41-949"	"Szumowo"	"ul. Barcicka"	89
"EuDr17443"	"Eulalia"	"Dryzba"	883	"883-893-91-35"	"podlaskie"	"05-804"	"Katowice"	"ul. Bardowskiego Piotra"	57
"EuGe12984"	"Eutropiusz"	"Gezikiewicz"	684	"684-316-34-17"	"mazowieckie"	"02-486"	"lodz"	"ul. Arnsztajnowej Franciszki"	91
"EuGe15279"	"Euzebia"	"Geus"	787	"787-895-36-52"	"slaskie"	"33-140"	"Wielogora"	"Os. Podzamcze Sek. B"	23
"EuKa7265"	"Euzebia"	"Karbowniczak"	423	"423-936-98-53"	"malopolskie"	"37-455"	"Ledziny"	"ul. Akacjowa"	12
"EuKe10506"	"Euchariusz"	"Kedzira"	572	"572-842-57-93"	"slaskie"	"30-065"	"Krynica-Zdroj"	"Al. Solidarnosci"	130
"EuMi11898"	"Eustachiusz"	"Mitruszanek"	635	"635-234-11-63"	"lubelskie"	"21-560"	"Bobino-Grzybki"	"Al. Armii Ludowej"	152
"EuSo2709"	"Eulogiusz"	"Sotwin"	219	"219-196-11-53"	"lubelskie"	"28-130"	"Krakow"	"Pl. 3 Marca"	39
"EuSp8197"	"Eufrozyna"	"Speister"	467	"467-344-96-70"	"mazowieckie"	"89-340"	"Poblocie Male"	"Al. Solidarnosci"	29
"EuSz2270"	"Euzebia"	"Szile"	199	"199-689-85-52"	"lodzkie"	"81-308"	"Warszawa"	"Al. Jana Pawla II"	59
"EuTa1374"	"Eudoksjusz"	"Tamiala"	162	"162-388-37-85"	"lubelskie"	"66-500"	"Legnica"	"Pl. Tumski"	7
"EuTr11631"	"Eufemia"	"Trzykawski"	622	"622-817-25-410"	"mazowieckie"	"62-874"	"Mak"	"ul. Asnyka Adama"	150
"EuTy2428"	"Eudoksjusz"	"Tymulka"	206	"206-942-49-82"	"warminsko-mazurskie"	"73-102"	"Trzebinia"	"Pl. Zdanowskiego Stanislawa"	53
"EwBi9379"	"Ewelin"	"Bialy"	522	"522-126-85-77"	"slaskie"	"05-080"	"Ledziny"	"ul. Aleja Roz"	151
"EwFa16403"	"Ewa"	"Faca"	836	"836-913-77-84"	"opolskie"	"97-318"	"Doluje"	"ul. 1 Dywizji"	35
"EwGa15156"	"Ewelin"	"Garbarczuk"	782	"782-889-41-81"	"pomorskie"	"98-275"	"Rzeszow"	"ul. Asza Szaloma"	64
"EwGo15050"	"Ewdokia"	"Gotner"	777	"777-772-16-810"	"slaskie"	"26-230"	"Milejczyce"	"Al. Jana Pawla II"	82
"EwKa453"	"Ewa"	"Kadzirek"	119	"119-933-32-95"	"lodzkie"	"03-977"	"Poznan"	"ul. Armii Ludowej"	136
"EwKo11406"	"Ewdokia"	"Kojadynski"	613	"613-138-54-75"	"mazowieckie"	"40-738"	"Hermanowa"	"Al. Lesna"	47
"EwMa9036"	"Eweryst"	"Martyniok"	505	"505-942-19-43"	"slaskie"	"78-105"	"Kedzierzyn-Kozle"	"Os. Jagiellonskie"	51
"EwMa9687"	"Ewelina"	"Marakiewicz"	534	"534-862-58-82"	"mazowieckie"	"63-700"	"Mieczniki"	"ul. Agawy"	146
"EwSk8067"	"Ewdokia"	"Skomurski"	461	"461-537-54-26"	"opolskie"	"16-061"	"Boguszow-Gorce"	"ul. Bartnicza"	83
"EwZo18853"	"Ewelina"	"Zolenski"	948	"948-352-66-60"	"swietokrzyskie"	"21-426"	"Zawiercie"	"Al. Kobylinskiego Floriana"	82
"FaBu16006"	"Fabia"	"Bukas"	819	"819-595-19-96"	"zachodniopomorskie"	"62-410"	"Wroclaw"	"Al. Jana Pawla II"	13
"FaEr5772"	"Faust"	"Erliczek"	356	"356-642-58-90"	"podkarpackie"	"98-290"	"Brwinow"	"ul. Babiego Lata"	11
"FaGi15016"	"Faust"	"Gierle"	776	"776-334-29-34"	"wielkopolskie"	"63-800"	"Krakow"	"Pl. Chopina Fryderyka"	88
"FaKo15533"	"Fabia"	"Kowatko"	798	"798-751-84-70"	"slaskie"	"86-005"	"Lublin"	"Pl. Wolnosci"	126
"FaWd13663"	"Faustyn"	"Wdycz"	717	"717-286-35-41"	"kujawsko-pomorskie"	"03-189"	"Tarnowskie Gory"	"Pl. Jana Pawla II"	145
"FeDy11905"	"Felicja"	"Dymarczuk"	635	"635-448-86-910"	"lodzkie"	"38-232"	"Kedzierzyn-Kozle"	"Pl. Lotnikow"	142
"FePo2431"	"Feliksa"	"Poniz"	207	"207-137-31-81"	"malopolskie"	"26-300"	"Ostrow"	"ul. 4 Dywizji Wojska Polskiego"	148
"FeSa11517"	"Felicysym"	"Sasanowicz"	617	"617-297-73-410"	"mazowieckie"	"10-227"	"sniczany"	"ul. 3 Maja"	61
"FeZa982"	"Felicja"	"Zajfret"	145	"145-193-81-34"	"pomorskie"	"46-034"	"Glowaczow"	"Pl. Dabrowskiego Henryka (Generala Henryka Dabrowskiego)"	121
"FiBo11229"	"Fidelis"	"Borczyca"	605	"605-145-37-43"	"mazowieckie"	"80-863"	"Wrzosowka"	"ul. 11 Listopada"	148
"FiDz6431"	"Filipina"	"Dziorda"	385	"385-891-97-13"	"lubelskie"	"60-685"	"Siemiatycze"	"Pl. Rembowskiego Aleksandra"	134
"FiFr11294"	"Filomena"	"Frojniak"	607	"607-578-75-99"	"wielkopolskie"	"01-687"	"Gdynia"	"Os. Pod Lipami"	146
"FiHo8230"	"Filomena"	"Horacz"	468	"468-955-96-74"	"mazowieckie"	"23-100"	"Olkusz"	"Os. Sady"	28
"FiKa6645"	"Filomena"	"Kassynowicz"	396	"396-136-33-37"	"mazowieckie"	"32-410"	"Warszawa"	"Al. Wyzwolenia"	154
"FiLi18560"	"Filomena"	"Lietzak"	935	"935-451-84-43"	"mazowieckie"	"43-600"	"Tarlow"	"ul. Astrow"	6
"FiPy10297"	"Filomena"	"Pyplawiec"	563	"563-411-37-51"	"malopolskie"	"85-790"	"Gliwice"	"Pl. Grunwaldzki"	58
"FiRu7037"	"Filipina"	"Ruszkawski"	413	"413-783-48-26"	"mazowieckie"	"03-343"	"Majdan Krolewski"	"Pl. Dunikowskiego"	127
"FiSl4956"	"Filomena"	"Sluzak"	321	"321-545-65-34"	"swietokrzyskie"	"61-455"	"Bydgoszcz"	"Al. Grzecznarowskiego Jozefa"	67
"FiZa7972"	"Filomena"	"Zastrozny"	456	"456-725-71-71"	"opolskie"	"16-310"	"Smolarnia"	"Stacja Metra Plac Wilsona"	92
"Fizo17273"	"Filipina"	"zozinska"	875	"875-972-55-310"	"zachodniopomorskie"	"39-442"	"Poznan"	"ul. Augustianska"	88
"FlAn8123"	"Florenty"	"Andruchewicz"	463	"463-966-97-97"	"slaskie"	"39-200"	"Szczecin"	"ul. Baltycka"	96
"FlCh2574"	"Flawia"	"Chuldziak"	213	"213-954-46-98"	"mazowieckie"	"78-104"	"Maszewko"	"Al. Waltera-Janke Zygmunta (Generala Zygmunta Waltera-Janke)"	122
"FlCz16460"	"Florian"	"Czwatszka"	839	"839-341-23-81"	"mazowieckie"	"52-207"	"Tychy"	"Al. Mickiewicza Adama"	28
"FlDo11389"	"Florencjusz"	"Dotterweich"	612	"612-544-41-21"	"malopolskie"	"70-763"	"Krakow"	"Os. Jagiellonskie"	32
"FlGa13756"	"Flawia"	"Garncarek"	721	"721-742-53-62"	"mazowieckie"	"62-006"	"Krasne"	"ul. Alfreda Nobla"	51
"FlGn12379"	"Florentyn"	"Gnonska"	656	"656-526-57-30"	"mazowieckie"	"06-521"	"Warszawa"	"ul. Antyczna"	67
"FlLa5765"	"Flawiusz"	"Laleko"	356	"356-395-94-38"	"slaskie"	"18-507"	"swieciechowa"	"ul. Asnyka Adama"	82
"FlMa13136"	"Flawiusz"	"Maindok"	692	"692-191-99-56"	"mazowieckie"	"85-434"	"Sieniawa"	"ul. Artylerzystow"	102
"FlMa13185"	"Florentyn"	"Manowicz"	694	"694-332-45-70"	"dolnoslaskie"	"47-225"	"Bachow"	"Pl. Neptuna"	147
"FlPr8293"	"Flawia"	"Przedzakowski"	472	"472-563-52-88"	"mazowieckie"	"46-200"	"Kolobrzeg"	"Al. Sienkiewicza Henryka"	20
"FlRy2585"	"Flawia"	"Ryduchowski"	214	"214-358-68-17"	"lodzkie"	"41-806"	"Peczek"	"ul. 1 Maja"	59
"FlSm19613"	"Flawian"	"Smogonowicz"	983	"983-472-85-51"	"podkarpackie"	"00-671"	"Kolobrzeg"	"ul. Andersa Wladyslawa (Generala Wladyslawa Andersa)"	37
"FlSt19953"	"Floryn"	"Stepniewicz vel Izak"	997	"997-786-13-25"	"warminsko-mazurskie"	"41-936"	"Stawiszyn"	"ul. 1 Maja"	67
"FlSu13048"	"Floryn"	"Sulzenko"	686	"686-725-69-66"	"wielkopolskie"	"76-153"	"Szowsko"	"Pl. Panny Marii"	118
"FlSz15604"	"Flawian"	"Sztenbart"	802	"802-388-73-18"	"lubelskie"	"66-100"	"Marianow"	"ul. Baczynskiego Krzysztofa Kamila"	15
"FoDo17451"	"Fortunata"	"Dolbow"	884	"884-234-62-46"	"slaskie"	"42-284"	"Warszawa"	"Os. Gwarkow"	26
"FoWa4136"	"Fortunat"	"Wajur"	283	"283-769-73-36"	"dolnoslaskie"	"01-354"	"Sosnica"	"Os. Rzeczypospolitej"	53
"FrAg19563"	"Franciszek"	"Agonek"	981	"981-485-78-11"	"slaskie"	"42-216"	"Bydgoszcz"	"Rondo De Gaullea Charlesa (Generala Charlesa De Gaullea)"	68
"FrDz16751"	"Fryderyka"	"Dzionniak"	853	"853-292-92-84"	"slaskie"	"05-800"	"Psary"	"Rynek lazarski"	139
"FrPr16075"	"Franciszek"	"Prudcow"	822	"822-827-64-17"	"swietokrzyskie"	"17-300"	"Wygoda"	"Ogrod Dendrologiczny Kownasa Stefana (Dendrologiczny Profesora Stefana Kownasa)"	148
"FrSl8000"	"Fryderyka"	"Slalski"	457	"457-895-51-11"	"podlaskie"	"87-300"	"Witkowo Drugie"	"Bulw. Beniowskiego Maurycego"	96
"GaAm11795"	"Gaudencja"	"Ambramowicz"	629	"629-474-34-70"	"podkarpackie"	"62-420"	"Kepa Chwalowska"	"ul. 11 Listopada"	93
"GaBl14466"	"Gallina"	"Blazejszczyk"	753	"753-191-13-24"	"wielkopolskie"	"11-410"	"Krakow"	"ul. Agrestowa"	153
"GaBu921"	"Galla"	"Budolek"	143	"143-276-58-91"	"lubelskie"	"68-200"	"Osiek"	"ul. 11 Listopada"	123
"GaDe9520"	"Gardenia"	"Derdej"	527	"527-569-44-94"	"zachodniopomorskie"	"76-032"	"Warszawa"	"ul. Baborowska"	58
"GaDz17366"	"Gajusz"	"Dzinisz"	879	"879-736-61-70"	"zachodniopomorskie"	"80-298"	"Wojcieszyce"	"Al. Pilsudskiego Jozefa (Marszalka Jozefa Pilsudskiego)"	82
"GaFl10083"	"Gabor"	"Flent"	552	"552-957-67-56"	"slaskie"	"03-683"	"Slucz"	"Pl. Kosciuszki Tadeusza"	136
"GaFr16894"	"Gall"	"Franszczuk"	859	"859-197-43-95"	"warminsko-mazurskie"	"03-167"	"Poznan"	"Al. Wiazowa"	83
"GaGo12801"	"Galla"	"Goscieniec"	675	"675-742-14-410"	"slaskie"	"70-204"	"Kozniewo-lysaki"	"ul. 3 Maja"	53
"GaKo4826"	"Gallina"	"Kosowicki"	314	"314-871-76-96"	"mazowieckie"	"60-175"	"Wola"	"Pl. Wielkiego Kazimierza"	16
"GaKr18330"	"Gardenia"	"Kranioch"	925	"925-837-35-74"	"warminsko-mazurskie"	"16-100"	"Szczytno"	"Pl. Kolbego Maksymiliana Marii (swietego Maksymiliana Marii Kolbego)"	29
"GaLo1510"	"Gawryla"	"Loteczka"	167	"167-745-67-28"	"opolskie"	"98-331"	"Olsztyn"	"Os. Centrum E"	145
"GaPr7256"	"Galla"	"Przygudzki"	423	"423-711-31-44"	"podkarpackie"	"80-361"	"Warszawa"	"ul. Andersena Hansa Christiana"	73
"GaSe6116"	"Gallina"	"Selmoser"	372	"372-457-12-55"	"swietokrzyskie"	"14-330"	"Czechy"	"Al. Politechniki"	137
"Gasl8439"	"Gardenia"	"slepacka"	478	"478-536-62-60"	"kujawsko-pomorskie"	"05-650"	"Krakow"	"Al. I Armii Wojska Polskiego"	7
"GaWa6241"	"Gallina"	"Wasinta"	377	"377-485-28-32"	"mazowieckie"	"62-308"	"Kluczbork"	"ul. Banacha Stefana"	57
"GeBe16866"	"Georgia"	"Berus"	857	"857-951-75-82"	"zachodniopomorskie"	"04-211"	"Trzebinia"	"Pl. Dominikanski"	139
"GeCh552"	"Germanik"	"Chabiniok"	125	"125-175-55-12"	"mazowieckie"	"66-500"	"lodz"	"Skw. Pana Tadeusza"	56
"GeDa15292"	"German"	"Daiksler"	788	"788-352-82-45"	"lubelskie"	"73-222"	"Rybnik"	"Os. Piastowskie"	16
"GeGo10970"	"Gertruda"	"Gonsala"	593	"593-996-94-69"	"opolskie"	"21-421"	"lodz"	"Al. Niepodleglosci"	131
"GeKa11184"	"Gerard"	"Kasorzak"	603	"603-153-47-40"	"lubelskie"	"98-410"	"Budzynek"	"Rynek Rynek"	80
"GeKo13210"	"Gedeon"	"Korajda"	695	"695-273-91-90"	"slaskie"	"18-500"	"Warszawa"	"Pl. Bohaterow Getta"	17
"GeKu15551"	"Gedeon"	"Kudrewicz"	799	"799-315-79-53"	"pomorskie"	"31-628"	"Stary Dzierzkowek"	"Al. Niepodleglosci"	19
"GeLe5592"	"Gebhard"	"Legien"	349	"349-537-87-39"	"lodzkie"	"32-600"	"Dabrowa Gornicza"	"ul. Axentowicza Teodora"	46
"GeLi13029"	"Georgia"	"Lipieniecki"	685	"685-975-95-52"	"slaskie"	"89-240"	"Mikolajewice"	"Pl. Konstytucji"	73
"GeLi1710"	"Geraldyna"	"Lisniew"	176	"176-758-65-90"	"zachodniopomorskie"	"27-641"	"Kurzacze"	"Os. Matejki Jana"	60
"GeMa19363"	"Gerwazy"	"Marcelina"	972	"972-613-49-58"	"wielkopolskie"	"05-070"	"Gleboczek"	"Al. Witosa Wincentego"	81
"GeSa9786"	"Germanik"	"Sagurna"	538	"538-758-47-410"	"warminsko-mazurskie"	"58-301"	"Ostrowite"	"ul. 3 Maja"	38
"GeSk15854"	"Gertruda"	"Skrochalczuk"	812	"812-972-46-40"	"slaskie"	"42-470"	"Grodzisk Mazowiecki"	"Pl. Pilsudskiego Jozefa"	149
"GeSw11750"	"Gerarda"	"Swierbolewska"	627	"627-331-72-71"	"mazowieckie"	"59-970"	"Szczecin"	"ul. 3 Maja"	92
"GeWa17289"	"Gerarda"	"Walasiewicz"	876	"876-613-69-54"	"slaskie"	"25-727"	"Karolinki"	"Al. Nowaka-Jezioranskiego Jana"	5
"GeWe8651"	"Gerarda"	"Wenslauskas"	489	"489-161-69-10"	"podkarpackie"	"67-210"	"Nowe Marzy"	"ul. B3"	108
"GeWi9815"	"Geraldyna"	"Witllinger"	539	"539-924-31-33"	"podlaskie"	"47-280"	"Kurpie"	"Os. Przyjazni"	8
"GiPo13923"	"Gizela"	"Porwal"	728	"728-496-28-54"	"podkarpackie"	"07-320"	"Elblag"	"ul. 1 Maja"	89
"GnSt5397"	"Gniewosz"	"Strezos"	341	"341-471-72-56"	"mazowieckie"	"46-300"	"Benice"	"Al. Niepodleglosci"	7
"GoCi907"	"Gosciwit"	"Cirow"	142	"142-558-42-14"	"slaskie"	"05-307"	"swidnica"	"ul. Armii Ludowej"	103
"GoHa6856"	"Goscislawa"	"Halapacz"	405	"405-531-87-51"	"warminsko-mazurskie"	"18-421"	"Kielce"	"ul. Akacjowa"	57
"GoKo11703"	"Goscirad"	"Koscielniak"	625	"625-532-65-78"	"lodzkie"	"05-071"	"Nowogard"	"ul. Barkowska"	102
"GoKu3"	"Gotfryd"	"Kupszak"	101	"101-165-49-58"	"dolnoslaskie"	"09-300"	"Liszkowo"	"Al. Glowna"	48
"Gola1801"	"Gotard"	"lacuga"	179	"179-822-22-83"	"lodzkie"	"02-165"	"Poznan"	"Os. 2 Pulku Lotniczego"	116
"GoMo7983"	"Goliat"	"Mogilenicki"	457	"457-172-33-43"	"warminsko-mazurskie"	"58-100"	"Bialystok"	"ul. Barlinecka"	118
"GoTr19384"	"Godzislawa"	"Trzonkowski"	973	"973-468-36-94"	"swietokrzyskie"	"38-222"	"Rokitno Szlacheckie"	"ul. Askenazego Szymona"	99
"GrDr11387"	"Gracja"	"Drzyzgula"	612	"612-536-71-36"	"mazowieckie"	"80-299"	"Sochaczew"	"Os. Dywizjonu 303"	18
"GrKr11211"	"Grzegorz"	"Kralkowski"	604	"604-359-73-67"	"lubelskie"	"87-510"	"Jakubowizna"	"ul. 3 Maja"	3
"GrLe1608"	"Gracja"	"Lel"	173	"173-285-56-93"	"mazowieckie"	"13-324"	"Murzynowo"	"Os. Wichrowe Wzgorze"	96
"GrMi15988"	"Gracja"	"Midek"	818	"818-838-95-59"	"opolskie"	"08-307"	"Kopiec"	"Al. Armii Krajowej"	136
"GrOs3132"	"Grzymislawa"	"Osowiecki"	237	"237-835-51-21"	"kujawsko-pomorskie"	"98-105"	"Gdynia"	"ul. Annopol"	53
"GrPu9481"	"Gracja"	"Puksal"	525	"525-997-74-15"	"lubuskie"	"07-303"	"Kamienna Gora"	"ul. Armii Krajowej"	55
"GrSt1449"	"Grzymislawa"	"Stryzyk"	164	"164-993-92-31"	"slaskie"	"97-524"	"Podladzin"	"Os. Na Stoku"	92
"Grsw10896"	"Greta"	"swias"	589	"589-913-47-40"	"wielkopolskie"	"60-573"	"Maslowice"	"Pl. Konstytucji 3 Maja"	31
"GrSz10949"	"Gracja"	"Szwertfeger"	592	"592-918-26-99"	"zachodniopomorskie"	"60-818"	"Gdansk"	"ul. Akacjowa"	26
"GuBl12835"	"Gustawa"	"Blicka"	677	"677-385-62-98"	"mazowieckie"	"26-660"	"Rzeszow"	"Os. Centrum C"	74
"GwBi19077"	"Gwidon"	"Bigosuwska"	958	"958-274-61-98"	"podkarpackie"	"67-210"	"Olsztyn"	"Os. Dabrowszczakow"	75
"GwLe14244"	"Gwalbert"	"Lesmiara"	742	"742-519-45-22"	"zachodniopomorskie"	"05-071"	"Klonorejsc"	"ul. Aleksandrowicza Juliana"	15
"HaGl18432"	"Hanna"	"Glimarz"	929	"929-986-45-96"	"wielkopolskie"	"64-734"	"Podgrzybowskie"	"Os. Sportowe"	36
"HaKn14617"	"Halszka"	"Knauber"	758	"758-817-59-27"	"lodzkie"	"81-324"	"Mikolajki"	"ul. 10 Maja"	95
